,f1,P@5,P@10,MAP,R_precision
1,0.1360946747200238,0.6,0.3,0.21396740358728544,0.29411764705882354
2,0.019292604692807146,0.4,0.2,0.3010204081632653,0.2857142857142857
3,0.13256484165513374,0.6,0.4,0.15812717227508458,0.27906976744186046
4,0.0824742269864279,0.0,0.0,0.10578102719675751,0.0
5,0.30434782618721384,0.6,0.7,0.16294499173566,0.32061068702290074
6,0.09756097578262937,0.6,0.5,0.21541512755409595,0.25
7,0.09036144595224273,0.4,0.3,0.13511162228581325,0.14285714285714285
8,0.030674846800594676,0.2,0.1,0.03272831565891581,0.09090909090909091
9,0.05732484095199805,0.0,0.2,0.14114013128615932,0.2
10,0.09726443786188413,0.4,0.6,0.3104473981622515,0.4
11,0.13765182202989396,1.0,0.9,0.584505910349236,0.5454545454545454
12,0.019292604692807146,0.0,0.0,0.01797979797979798,0.0
13,0.07926829285580013,0.8,0.5,0.26779705220009203,0.25
14,0.200557103212174,0.4,0.3,0.1541968604971426,0.21818181818181817
15,0.28877005357719693,1.0,0.8,0.17291730434647645,0.3253012048192771
16,0.32231404969334065,0.8,0.6,0.16795060213953014,0.3
17,0.17827298064949992,0.4,0.4,0.13809638433655902,0.18181818181818182
18,0.10461538479120853,0.6,0.5,0.4451632942614167,0.5238095238095238
19,0.09202454005212843,0.0,0.0,0.06889407953605237,0.09090909090909091
20,0.20571428586862364,1.0,0.9,0.5381012594336841,0.5652173913043478
21,0.08510638315063793,1.0,0.5,0.23114377661179955,0.2
22,0.2372881356975901,1.0,0.8,0.17054408572361457,0.22857142857142856
23,0.10029498541370332,0.0,0.1,0.06688359688733192,0.17142857142857143
24,0.07164179121118645,0.2,0.2,0.08088280926162861,0.1935483870967742
25,0.18591549310853717,0.4,0.4,0.1605526102838266,0.27450980392156865
26,0.3076923077998551,1.0,0.6,0.27327040808324665,0.3333333333333333
27,0.049295774832994445,0.4,0.2,0.2006059554529308,0.18181818181818182
28,0.202898550831443,0.6,0.4,0.12737549553379135,0.23529411764705882
29,0.14379084979125123,0.2,0.2,0.04240901418900645,0.18181818181818182
30,0.06853582572510943,0.2,0.4,0.2154523390398477,0.29411764705882354
31,0.1270718233505998,1.0,0.7,0.1916396228942956,0.2413793103448276
32,0.07784431154454445,0.4,0.3,0.12028512780519328,0.16666666666666666
33,0.243767313166205,0.8,0.8,0.3764638910487057,0.42105263157894735
34,0.1690962100722267,1.0,0.5,0.3118182238668567,0.358974358974359
35,0.06289308194417151,0.6,0.5,0.2680751239729832,0.35714285714285715
36,0.051118211051448925,0.2,0.3,0.16988175487197074,0.3333333333333333
37,0.338308457837702,1.0,0.8,0.42257627120687435,0.4387755102040816
38,0.09195402309327519,0.0,0.1,0.009595963077601837,0.11764705882352941
39,0.32188841212645286,0.2,0.2,0.19848940223760142,0.4012345679012346
40,0.2666666667789946,0.4,0.4,0.10534320967119498,0.22602739726027396
41,0.0564263324704769,0.4,0.5,0.22615239291727698,0.3333333333333333
42,0.10826210841571901,1.0,0.9,0.22970350527831201,0.2553191489361702
43,0.3526011561881586,1.0,0.8,0.3307804072954477,0.4489795918367347
44,0.40540540551904874,0.6,0.5,0.32841353602582196,0.4642857142857143
45,0.08641975326325253,0.6,0.4,0.25537199015606443,0.3
46,0.07453416166957293,0.8,0.4,0.27331618875007735,0.2222222222222222
47,0.14285714300207702,0.2,0.1,0.04954003273394117,0.1
48,0.11976047920921509,0.0,0.0,0.11096409563359805,0.16666666666666666
49,0.12352941192683736,1.0,0.7,0.32571750924108755,0.3611111111111111
50,0.09118541050626104,0.8,0.5,0.2346238057401928,0.24
51,0.3302752294591344,0.6,0.6,0.13775894349908271,0.27385892116182575
52,0.006535947909821009,0.2,0.1,0.5,0.5
53,0.13455657509739172,0.6,0.4,0.3294064022773206,0.30434782608695654
54,0.2349726777393473,0.8,0.8,0.34551474406063204,0.3870967741935484
55,0.04268292700214159,0.0,0.1,0.01377751917254882,0.041666666666666664
56,0.06547619064172336,0.4,0.3,0.07653765916173776,0.09375
57,0.2591549297282555,0.8,0.9,0.515475722756261,0.4117647058823529
58,0.3007518798266858,0.4,0.6,0.2773244120536578,0.4
59,0.18708240545775173,0.4,0.3,0.04862709658574751,0.15172413793103448
60,0.13523131688343612,0.4,0.2,0.09078466740039949,0.058823529411764705
61,0.21925133703754182,1.0,0.9,0.32483045433270835,0.35714285714285715
62,0.30803571439846944,0.6,0.6,0.17343092958144277,0.3194444444444444
63,0.09329446080108968,0.2,0.2,0.06599018691742188,0.1282051282051282
64,0.14124293800458998,0.2,0.1,0.06998027005845046,0.18
65,0.30653266344442315,0.4,0.5,0.2079558375634929,0.30851063829787234
66,0.17983651240470266,0.6,0.4,0.1482340770728775,0.23809523809523808
67,0.06289308194417151,0.4,0.4,0.2654911500629979,0.42857142857142855
68,0.08595988554189375,0.2,0.1,0.02328937355999786,0.06666666666666667
69,0.06269592494696594,0.8,0.4,0.3409407332433649,0.3333333333333333
70,0.09345794410517175,0.6,0.5,0.37755692327072815,0.47058823529411764
71,0.02580645180531113,0.4,0.3,0.4255555555555555,0.5
72,0.06940063109909543,0.8,0.6,0.4193198319973168,0.46153846153846156
73,0.08695652191802013,0.6,0.4,0.3320941674260899,0.3888888888888889
74,0.025723472860009713,0.4,0.2,0.31718636693255986,0.2857142857142857
75,0.11076923094505466,0.6,0.6,0.35898496859318524,0.38095238095238093
76,0.04361370734504712,0.6,0.5,0.2717787114845938,0.35294117647058826
77,0.15544041464084943,0.2,0.1,0.07346789693382608,0.14634146341463414
78,0.25721784790452673,0.4,0.4,0.18733052917500054,0.3116883116883117
